song_title,artist_name,lyrics
You know I'm about to explode
When I shout out my main girl Keera Lano
I’m not a diver, I’m a striver
Shout out to KSU, fuckin' Chiver [?] [07:18:31] [?]
And you are handsome, see
I wanna say that handsomely
To Landon G
And you are not quite my boo, but you're cool
When I sound this shout out to Lauren LaRue
Word
Shout out to Leg-off Bird
I'm so hard when I shout Lena and Lars
I take my test, I shout out Leslie
The coolest fuckin' mom in the whole miz-midwest
Yo, I see by your reactions
I'm about to give Levi some action
Also shout out to Leyona
She's so great man, I gotta stay on her
In telling her she is so wild and so fresh
I get my mind straight
And then I shout out Lindsay Nephenstein
Wait, I already did it
Wanna send a big shout out with no edit
To this one that says love to all the queer kids
I hope I got loud so you can hear it
And I gotta get gritty
Send a shout out to Lieutenant Smiddy
Lucy T, the real MVP
And also Ludo like Judo, don't envy me
I'm the duke, I get up in the booth and I shout out to Luke
I'm telling you, shout to Love Helica
I'm a damn machino
When I shout out my dude Machinarino
As far as you can tell
Send a big shout out to Maggie Ladell
Mary Lou GB, all of you see me, I just get beastly, as I just do these
I take um some time
To shout out my dude Mason and then rewind
And also Matthew Polka
I can chalk ya up to being one of the best
Whoever did it ribbit ribbit the frog
Gets off the log, then shouts some Poggers
Then you know that literally
I'm about to shout out my dude Matt AKA Chimney
And then we got the baddest win in the whole world
It's the best one, Madison
Madison, matricin, get up in my brain
And she knows she remains as the best one
Yo, on the wheels on steel brunch on Sunday with its warden
Getting you settled out straight, man, recording
Shout out to Matthais W, won’t trouble you
Hey, gonna shout out the due Maze
Gonna shout out Me and My Puppy
Guppies
Shout out to Megan Bentley
She sent me to say that to you
Gotta say gladly
Shout out to Mel E Hanvy
And I'm not dulling my mind
When I send a shout out to Merissa Cullen then rewind
'Cause I do this again
When I shout out Michael James Millicen
It is my show and tell
When I shout out to my main girl Michelle
But more specific, get em more
When I shout out to Michelle Dickinson from Livermore, BAY AREA!
Hey hey hey
But also wanna shout out to Michigan's bay
'Cause it's a good day when the bay gets together
Thru any weather
You know you can't sever our ties
I get lost I'm like Adam Tevin from Boston
Mike Adam Tevin from Boston
I don't send respect, and you know I send a check
To my dude who's not drunk, it's Mikel Monk
But, he's just pimped so hard
Milo Simpson, he is so great man
And you know there is no talkie
Way to say, shout out to Milwaukee
Shout out to Mill Watsky
You can't stop me
See me
This pre-me, shout out to Mimi
And I sake a bit of time
To collect my thoughts and slow down the rhyme
And I shout to Mindy Davidson
You could just say it's um
The best person on the whole list
But I don't know if you exist
Yo, Drake said YOLO
Shout out to Miranda loves Ben Solo
I'm in the air in a heli
Shouts to Mitch and Kelly
Oh, did you rang?
Shouts to Mitchell Ilang
Mmkay, shouts to MK
Like my dude, no way, from fuckin' South Park
Mr. Mackey, he's the best
I gotta freaking tell you, they put me to the test
I do my duty, shout out to Moody
But you know I got the spirit
Shout out to Moonlit
If it's dark or not
I shout to Morgan Parker, I'm hot
I got the MP3s
But my own damn way
As I send a shout fuckin' out to MPJ
And I got the grunge like Seattle
Send a shoutout to Munge, battle
Anybody and the murder hornets
Comin' to the Midwest, hope they do not get us
That'd be pretty scary, they are fuckin' huge
And it seems like they have got a bad attitude
And I gotta blinky blinky
Shout out to my friend who says My Dog Twinky
Shout out to Mike Kaplin
Hey what's happenin'
Cappin'
You can't tell me not to shout out my dude, Nate LC
You all make me so proud, man, this whole crowd
Shout out to the Neutrality Official on fuckin' SoundCloud
[Laughs] Okay
You’re so dapper
Shout out to Newsense Rapper
I’m on one, I’m off those, shouts to Nia Kaufus
I leave, then shout out Nick Beeb
Then I shout, Nick in Connecticut
Get a bit
Setting it straight on the track
Shout to Nick Stack
And then you're gonna see
Shout out to Nicol McGee
AKA The Famsky Mom, see
And then the best, uh, one yet
That I’ma gonna shout Nikola Tesla
Making all these lights go blinking and
Edison getting all the credit but
Now he is getting less, no stress
Shout out to Nils
Thrills, Pills, Automobiles
Shout out to the OG, Pacotaco
I got flow, and you see my eye
Shout out to Ohio Riot DIY
When I drive on by
You do it your way
Shout out to the city Oslo Norway
Shout out to Swedish fish
And my dude Papa Swish
I do it fuckin’ passionately
When I feel I mastered the beat
Shout out to Passionately
Man that's your name, and I see
And I go Krav Maga
I shout out Pat Dawve
When I’m up on y’all, you know I can’t stop
I get illa
Then a damn gorilla
When I'm on track, shouting out Patrick Casilla
And you do not play
Penelope is fuckin' 8 months today
So, congratulations, does that mean that you got a baby on the way
That’s about to pop out and say hey hey
Now I'm a fuckin' human, living breathing shitting pooping type of being
And I am just fuckin' stooping to your level and you know that I won't settle for the worst
I am a baby and a cradle to the hearse
I will live my freaking life just as best as I can
And you know I'm not going to fuckin' take this damn
Damneda damn damn whatchu gonna do man
I slam up on the mic
I’m just feeling gram, I might
Okay, I got to be slim
Gee, who I am
Shout out to Phoebe Lim
Shout out to my hero
Fuckin' Project Zero
And against the grain
Shouts to Puppy on a Train
Shouts to Purple People Eaters
And fuckle- fuckin' world beaters
And I got to say, it's all real
When I shout to Queen Hayley Mitchell
I begin to shout out to Quinn
I'm lost in your eyes
Shout to Rachel Austin
I'm insane in the brain
Shout out to Rachel Dufrain
Shout to the bomb squad
And also Radom
Stranger danger
Shout to Random Ranger
I am the main one
Shout out to Ratprt from Ireland, love Elena
No edit
Shout to Raw Monger Poetics
And heck yeah
Shouts to Rebecca
I go so dope
Shouts to Rebel without a Cope
I’m dropping this treble and bass
And you know that I just get all in your face
Like a Resa Hurisa
Shout out Teresa, believe ya
I go with the lav on this wood
And I gotta shout out Reed Xavier Chave
You can’t tell me
Not to shout out Rian and Selby
No, I won't do that, don't
And I wanna say this name right
But I fear that I might not so
Don't blight me
Don't smite me if I don't
Don't fuckin' hit me in the face man
I hope that you won't
Shout out to Ricardo Scirae
And then I wanna get blurry
Shout to Ricardo Scurry
Then I wanna see ya
Shouts to Riva
Going so strong
Shouts to Robin Wong
What could happen, see
I wanna shout out to Rosalie and Natalie
You know I gotta so mosey
And I wanna shout out to Rosie
You know that all these playas
Want me to shout out my girl Ruby Rayas
I do it, all my duty in my hurry
Shouts to Sam Early
And I’m on the microphone
So shout out to Sam Felone
I do my duty and I bruise
Shouts to Santa Cruz
And ever
Shouts to Robert and Jordan Sarah - oh
Shouts to Sarah and Robert Jordan, fans forever
So clever
And I wanna say
Shout out to fuckin’ Sarah from the Bay
B-b-bay bay bay
I am so cold
I drive a Zamboni
Shout out to my girl, Sarah Zamponi
I fuckin’ kill it
Shout to Scott Philips
You know I got flow
Shouts to Sean from Chicago
And shout out to Sear Lee
Sea rain-- hear me
Shout out to Sea Rain Searly
You know that I just wanna say it right dearly
But you know that I cannot say it right nearly
But I just try to do my best
And come up off the chest
I say a big shout out to Shalena
Then I have to see
If I can give a real happily
Nice shout out to Shannon B
I think this one's fake
But I'm still gonna say it, 'cause I still gotta take
Your money
Shout out to my dur-dude Cyrus
And then the next one that's fake
Is my dude Sharona Virus
And then I really wanna heal ya
I just wanna say, fuckin' shout out to Sheila
Robertson
And then all day long I gotta keep sending out
A shout to Shavone
You know what I mean
Shout Sierra Stein
And I get flow
Shout out to Simon and Felix from San Luis of Obispo
That's where my Manager's from
It's the SLO and you know we go dumb
It is the place in the Bay in between the Bay and LA that is on the scene
We're all winners
Shout out to Skinner
Don't go home
Shout to Slow and Malone
I'm not damning you to no fate
But shout to Sorin Vlaming
I gotta mean
Shout to sour cream
I wanna tell ya
Shout out to Spella
And from the start
I gotta shout out to my dude Spencer Hart
Not a single fuckin' one of you is basic
And that’s why I gotta shout out to Stasic
Dude, you fuckin' heard man
That I hadda send a shout out to Steff Birdman
And this one's not fake
I don't think, it's a shout out to Steph and Jake
Word to your mother
And also from South Park Butters
And also my dude Stephen Shutters
And evenly wanna send another shout out to a Stephen
But this is Steven B, with a V
And you know the whole team
I wanna shout out to Steve Pack, 13
What you could do is thank me
When I send out a big fuckin’ shout out to Subaru
I won’t leave you in the dark
Shout to Summer Stark
I come back again
Shout out to Summit Atkinson
This one says, Support Gay Rights
I fuckin’ agree
Yes, that’s tight
I’m gonna say it again for those who didn’t hear me
Support Gay Rights, Y’all gotta believe me
Clearly, I got the lav mic on my chest
Shouts to [Tanavi Bajaj] [07:30:58] [?]
And no-one in between
I gotta send a shout to That Crystal Queen
Shout out to the Triplets, Kates
Three of you, man, wait
That's crazy, that's tight, no debate
That's amazing, three fuckin' Kates, triplets, that's blazing
Yo, see, I'm gonna send a fuckin' shout out to The Codies
And The Dakotas, you know me
That's so great man
I wish I was a Yogi
I'm gonna do the last page first because it’s only got one name
And then I can put it to the side, not ashamed
So, I don't drive a hearst
But I'm so happy I could burst
When I send a fuckin' shout-out to Zurst
Shout out to The Fire Tiger
Gotta send you a reminder
You know it's hard
When I send a shout out to The Real Charles C
And The Rag-Tag Man
That is so damn plan
By the book
I don't wanna look
No crook, I'm serious
Shout out to Tiberius
I'm no mobster
Shout out to Tobster
And you know you can't see me
Feeling so good, it's unseemly
Feeling like you got the coochie
Shout out to Toki Yamaguchi
What am I saying
Shout out to Tom Ailing
I'm from the Sco, I'm a bro
Shouts to Tommy Sco
You know that you're so fuckin' cool, man, I'm so
Impressed
When I set these names in a pile
Shout out to Toxic Pepsi
Triple E and Texas Crew
